Question Type,Question,Option count,Options1,Options2,Options3,Options4,Answer,Category,Difficulty,Score,Tags,Answer Explanation,,,,,
objective,A woman can walk at 5 kmph and cycle at 15 kmph. How much time will she require to cover a distance of 30 km if she covers half her journey walking and half her journey cycling?,4,3 hours,3.5 hours,4 hours,4.5 hours,3,Aptitude,medium,5,"Aptitude,Numbers","Given information: Total distance = 30 km Half of 30 km = 15 km Walking speed = 5 kmph Cycling speed = 15 kmph She walks 15 km at a speed of 5 kmph and cycles 15 km at a speed of 15 kmph. Time taken for walking 15 km: = Distance / Speed = 15 / 5 = 3 hours Time taken for cycling 15 km: = Distance / Speed = 15 / 15 = 1 hour Total time: = 3 hours (walking) + 1 hour (cycling) = 4 hours Hence, the woman will require 4 hours to cover the distance of 30 km if she covers half her journey walking and half her journey cycling.",,,,,
objective,"Two cars start at the same time from City A and City B and proceed towards each other at speeds of 50 kmph and 60 kmph, respectively. When they meet, it is found that one car has moved 120 km more than the other. What is the distance between City A and City B?",4,1540 km,1430 km,1320 km,1210 km,3,Aptitude,medium,5,"Aptitude,Numbers","Let the two cars be X and Y. Speed ratio = X:Y = 50:60 = 5x:6x The ratio of the distance covered before the meeting = 5x:6x and the difference in the distance covered = 6x - 5x = x = 120. So, the distance between City A and City B = 5x + 6x = 11x = 11 * 120 = 1320 km. Hence, the distance between City A and City B is 1320 km.",,,,,
objective,"Raj and Aryan travel the same distance at the speeds of 12 kmph and 18 kmph respectively. If Raj takes 45 minutes longer than Aryan, then the distance traveled is",4,27 km,18 km,24 km,30 km,1,Aptitude,medium,5,"Aptitude,Numbers","Let's assume the distance traveled by them be 'd' km. As per the question, Time taken by Raj = Time taken by Aryan + 45 minutes (or 0.75 hours) We know, Time = Distance/Speed So, d/12 = d/18 + 0.75 Multiplying both sides of the equation by 36 (LCM of 12 and 18) 3d = 2d + 27 d = 27 Therefore, the distance traveled by both Raj and Aryan is 27 km.",,,,,
objective,"Excluding the stoppages, the speed of a train is 80 kmph, and including the stoppages, the speed of the train is 60 kmph. For how many minutes does the train stop per hour?",4,10 min,20 min,15 min,30 min,3,Aptitude,medium,5,"Aptitude,Numbers",Let distance be LCM of speeds = 240 km Time taken by train without stoppage = 240/80 = 3 hr Time taken by train with stoppage = 240/60 = 4 hr Train stops in 4 hours for 60 min Train stops in 1 hr for 60/4 = 15 min,,,,,
objective,A car running at 3/5 of its own speed reaches a place in 15 hours. How much time can be saved if the car would run at its own speed?,4,6 hours,9 hours,12 hours,5 hours,1,Aptitude,medium,5,"Aptitude,Numbers","Let's denote the car's actual speed as ""s"" and the distance to be covered as ""d."" According to the question, the car is running at 3/5 of its speed and takes 15 hours to reach the place. So, (3/5)s * 15 = d d = 9s Now, let ""t"" be the time taken by the car to reach the place at its actual speed. d = st 9s = st t = 9 hours Time saved = 15 - 9 = 6 hours. Thus, option A is correct.",,,,,
objective,There are 20 lamp posts along a straight road with a constant distance between each post. A runner takes 30 seconds to reach the 11th lamp post from the first one. How much time will he take to reach the last lamp post (20th)?,4,51 seconds,54 seconds,57 seconds,60 seconds,3,Aptitude,medium,5,"Aptitude,Numbers","Total number of spaces: There are 20 lamp posts, so the number of equal spaces between them = 20 - 1 = 19 spaces Spaces covered from 1st to 11th lamp post: From the 1st lamp post to the 11th lamp post, the runner covers: Number of spaces = 11 - 1 = 10 spaces Time per space: Time taken to cover 10 spaces = 30 seconds Time taken to cover 1 space = 30/10 = 3 seconds Time to reach the 20th lamp post: To reach the last lamp post (20th), he must cover all 19 spaces. Total time to reach the 20th lamp post: = 19 × 3 = 57 seconds Therefore, the runner will take 57 seconds to reach the last lamp post.",,,,,
objective,"A person covered a certain distance at some speed. Had they moved 4 kmph faster, they would have taken 45 minutes less. If they had moved 3 kmph slower, they would have taken 1 hour more. The distance (in km) is:",4,24 km,30 km,36 km,40 km,3,Aptitude,medium,5,"Aptitude,Numbers","Let the distance be d km and the usual speed be r km/hr. Time taken at usual speed = d / r hours If the speed is increased by 4 kmph, new speed = r + 4 kmph Time taken at this speed = d / (r + 4) hours According to the first condition: Time saved = 45 minutes = 45/60 = 3/4 hour So, d / r − d / (r + 4) = 3/4 ...(1) If the speed is decreased by 3 kmph, new speed = r − 3 kmph Time taken at this speed = d / (r − 3) hours According to the second condition: Extra time = 1 hour So, d / (r − 3) − d / r = 1 ...(2) From (1): d (1/r − 1/(r + 4)) = 3/4 1/r − 1/(r + 4) = (r + 4 − r) / (r(r + 4)) = 4 / (r(r + 4)) So, d × 4 / (r(r + 4)) = 3/4 d = (3/4) × (r(r + 4)) / 4 d = 3r(r + 4) / 16 ...(3) From (2): d (1/(r − 3) − 1/r) = 1 1/(r − 3) − 1/r = (r − (r − 3)) / (r(r − 3)) = 3 / (r(r − 3)) So, d × 3 / (r(r − 3)) = 1 d = r(r − 3) / 3 ...(4) Equate (3) and (4): 3r(r + 4) / 16 = r(r − 3) / 3 Multiply both sides by 48 (LCM of 16 and 3): 9r(r + 4) = 16r(r − 3) Divide both sides by r (r ≠ 0): 9(r + 4) = 16(r − 3) 9r + 36 = 16r − 48 36 + 48 = 16r − 9r 84 = 7r r = 12 km/hr Substitute r = 12 in (4) to find d: d = r(r − 3) / 3 d = 12 × 9 / 3 d = 108 / 3 d = 36 km Therefore, the distance is 36 km.",,,,,
objective,"Every day, a teacher waits at the school gate for the staff van, and then they go home together. The van is always on time. One day, the teacher finishes work early and reaches the gate 40 minutes before the usual pickup time. The teacher starts walking home, and after some time, the van picks them up on the way. That day, they reach home 20 minutes earlier than usual. How much time did the teacher spend walking?",4,20 minutes,25 minutes,30 minutes,35 minutes,3,Aptitude,medium,5,"Aptitude,Numbers","Because they reached home 20 minutes earlier than usual, the total time for the usual home–school–home trip (for the van) is reduced by 20 minutes that day. Time saved by the van: Since the van travels from home to the pickup point and then back home, the time saved is equally shared in both directions. Time saved in each direction = 20 ÷ 2 = 10 minutes When the van met the teacher: This means the van met the teacher 10 minutes earlier than the usual pickup time at the gate. Calculating walking time: The teacher reached the gate 40 minutes earlier than the usual pickup time. Out of this 40 minutes, the last 10 minutes is the time ""shifted"" due to the earlier meeting (when the van would have been traveling to the usual pickup point). So, the actual time the teacher spent walking = 40 - 10 = 30 minutes Therefore, the teacher walked for 30 minutes.",,,,,
objective,"A train and a bus start from the same station and travel in the same direction to a nearby city. The train takes 3 hours to cover the distance, while the bus takes 4.5 hours to cover the same distance. If the train's speed is 72 km/h, what is the speed of the bus?",4,40 km/h,42 km/h,48 km/h,52 km/h,3,Aptitude,medium,5,"Aptitude,Numbers","Let the speed of the bus be x km/h. Distance traveled by the train: = Speed × Time = 72 × 3 = 216 km Distance traveled by the bus: = Speed × Time = x × 4.5 = 4.5x km Since both travel the same distance: 4.5x = 216 Solve for x: x = 216 ÷ 4.5 x = 48 km/h Therefore, the speed of the bus is 48 km/h.",,,,,
objective,"If you deposit Rs. 20,000 in a bank account that offers a 10% interest rate compounded annually, how much money will you have in the account after 3 years?",4,20073,26620,18820,21000,2,Aptitude,medium,5,"Aptitude,Numbers","Use the compound interest formula: A = P(1 + r/100)ⁿ Where: P = 20,000 (principal) r = 10% (annual interest rate) n = 3 years Substitute the values: A = 20000 × (1 + 10/100)³ = 20000 × (1.10)³ = 20000 × 1.331 = 26620 So, after 3 years, you will have Rs. 26,620 in the account.",,,,,
objective,"What is the compound interest on Rs.8000 for 3 years at 5 percent per annum, compounded annually?",4,1261,1583,1483,1283,1,Aptitude,medium,5,"Aptitude,Numbers","To find out how much money you will have in the account after 3 years, you can use the compound interest formula: A = P(1 + (r/100))^n P=8000 R = 5% N =3 years Now we can plug in the values into the formula to find the amount of money you will have in the account after 3 years. Let's proceed with the calculation. After 3 years, the amount accumulated in the account will be approximately ₹9261, and the compound interest accrued will be approximately ₹1261.",,,,,
objective,Calculate the effective annual rate of interest for a nominal rate of 12% per annum compounded monthly.,4,12.36%,12.68%,13.02%,11.78%,2,Aptitude,medium,5,"Aptitude,Numbers","The effective annual rate (EAR) accounts for the effect of compounding throughout the year. Formula: EAR = (1 + r/n)ⁿ - 1 Where: r = nominal annual interest rate = 12% = 0.12 n = number of compounding periods per year = 12 (monthly) Calculation: EAR = (1 + 0.12/12)¹² - 1 EAR = (1 + 0.01)¹² - 1 EAR = (1.01)¹² - 1 Calculating (1.01)¹²: (1.01)¹² = 1.126825... Therefore: EAR = 1.126825 - 1 = 0.126825 EAR = 12.68% (rounded to 2 decimal places) Therefore, the effective annual rate of interest is 12.68%. Note: The effective rate (12.68%) is higher than the nominal rate (12%) because of the compounding effect throughout the year.",,,,,
objective,"If a principal amount of Rs. 2000 becomes Rs. 3456 in 3 years with annual compounding, what is the rate of compound interest per annum?",4,12%,20%,10%,15%,2,Aptitude,medium,5,"Aptitude,Numbers","To find out the rate of interest , you can use the compound interest formula: A = P(1 + (r/100))^n A=3456 P=2000 R = x N =3 years Now we can plug in the values into the formula and proceed with the calculation, Solving we get , The rate of compound interest per annum is 20%.",,,,,
objective,What is the principal amount required to reach Rs. 39675 in 2 years at an annual interest rate of 15 % compounded annually?,4,35000,30000,25000,27000,2,Aptitude,medium,5,"Aptitude,Numbers","To find the principal amount required, we can rearrange the compound interest formula to solve for P: A = P(1 + (r/100))^n A=39675 P=x R = 15% N =2 years Now we can plug in the values into the formula and proceed with the calculation, Solving we get , The principal amount required to reach ₹39,675 in 2 years at an annual interest rate of 15% compounded annually is approximately ₹30,000.",,,,,
objective,"At what percent per annum will Rs. 20,000 amount to Rs. 22,898 in 2 years if the interest is compounded annually?",4,6%,7%,8%,10%,2,Aptitude,medium,5,"Aptitude,Numbers","To find out the rate of interest , you can use the compound interest formula: A = P(1 + (r/100))^n A=22898 P=20000 R = x N =2 years Now we can plug in the values into the formula and proceed with the calculation, The annual compound interest rate at which ₹20,000 will amount to ₹22,898 in 2 years, with annual compounding, is 7%.",,,,,
objective,"If the principal amount is Rs. 40,000 and the annual rate of interest is 8%, what is the difference between the simple interest and compound interest earned over a period of 2 years if the interest is compounded  annually?",4,Rs. 200,Rs. 400,Rs. 256,Rs. 300,3,Aptitude,medium,5,"Aptitude,Numbers","To find the difference between the simple interest and compound interest earned over 2 years, we first need to calculate each separately. Simple Interest (SI) is calculated using the formula: SI=(P⋅r⋅n)/100 Compound Interest (CI) is calculated using the formula: CI = P(1+(r/100))^n P is the principal amount (Rs. 40,000) r is the annual interest rate (in decimal form, 8% = 0.08) n is the time in years (2 years) The difference between the compound interest and simple interest is given by CI−SI. Now we can plug in the values into the formulas to find the simple interest, the compound interest, and their difference. Let's proceed with the calculation. The simple interest earned over a period of 2 years is ₹6400. The compound interest earned over the same period is approximately ₹6656. Therefore, the difference between the compound interest and the simple interest earned over 2 years is approximately ₹256.",,,,,
objective,The difference between the compound interest compounded annually and the simple interest on a certain sum 2 years at 6% per annum is Rs. 18. Find the sum,4,Rs. 6000,Rs. 5000,Rs. 7000,Rs. 4000,2,Aptitude,medium,5,"Aptitude,Numbers",C.I.−S.I.=18 (P(1+R/100)^n −P)−(P×R×n/100)=18 Given:- P=? R=6% n=2 years P(1+6/100)^2-P-(P×6×2/100) =18 P(106/100​)^2 −P−3P/25 =18,,,,,
objective,1236P−P−0.12P=18,0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,0036P=18 P= 18/0.0036 =5000,0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,The simple interest on a certain sum for 2 years is Rs 160 and compound interest at the same rate of interest is Rs 170. What is the sum & rate of interest?,4,"800, 11%","1600, 10%","600, 8%","640, 12.5%",4,Aptitude,medium,5,"Aptitude,Numbers","Given: Simple Interest for 2 years = Rs 160 Compound Interest for 2 years = Rs 170 Step 1: Find SI for 1 year SI for 1 year = 160/2 = Rs 80 Step 2: Find CI for each year In compound interest, the interest for the first year equals the simple interest for 1 year. CI for 1st year = Rs 80 CI for 2nd year = Total CI - CI for 1st year = 170 - 80 = Rs 90 Step 3: Find the rate of interest The difference between CI and SI in 2nd year = 90 - 80 = Rs 10 This Rs 10 is the interest earned on the first year's interest (Rs 80) for 1 year. Using SI formula: SI = (P × R × T)/100 10 = (80 × R × 1)/100 1000 = 80R R = 1000/80 = 12.5% Step 4: Find the principal Using SI formula with SI = Rs 80, R = 12.5%, T = 1 year: 80 = (P × 12.5 × 1)/100 8000 = 12.5P P = 8000/12.5 = Rs 640 Verification: Principal = Rs 640, Rate = 12.5% SI for 2 years = (640 × 12.5 × 2)/100 = Rs 160 CI for 2 years = 640[(1.125)² - 1] = 640[1.265625 - 1] = 640 × 0.265625 = Rs 170 Therefore, the principal is Rs 640 and the rate of interest is 12.5%.",,,,,
objective,A person lent out a certain sum on simple interest and the same sum on compound interest at a certain rate of interest per annum. He noticed that the ratio between the difference of compound interest and simple interest of 3 years and 2 years is 16 : 49. The rate of interest per annum is:,4,9%,8 1/7%,13 1/3%,6 1/4%,4,Aptitude,medium,5,"Aptitude,Numbers","Let the principal be P and the rate of interest be r% per annum. Difference between CI and SI: For 2 years: SI₂ = (P × r × 2)/100 CI₂ = P[(1 + r/100)² - 1] Difference D₂ = CI₂ - SI₂ = P × r²/100² = Pr²/10000 For 3 years: SI₃ = (P × r × 3)/100 CI₃ = P[(1 + r/100)³ - 1] Difference D₃ = CI₃ - SI₃ = P × r²(300 + r)/100³ = Pr²(300 + r)/1000000 Given ratio: D₂ : D₃ = 16 : 49 D₂/D₃ = 16/49 (Pr²/10000) / (Pr²(300 + r)/1000000) = 16/49 Simplifying: (Pr²/10000) × (1000000/Pr²(300 + r)) = 16/49 100/(300 + r) = 16/49 Cross-multiplying: 49 × 100 = 16 × (300 + r) 4900 = 4800 + 16r 100 = 16r r = 100/16 = 25/4 = 6.25% r = 6 1/4% Therefore, the rate of interest per annum is 6 1/4%.",,,,,
objective,You take a loan of Rs 12 lakhs for buying a car at a compound interest rate of 6% per annum. You decide to pay back 30% of the loan amount after 2 years and the remaining after 3 years. Calculate the total interest you will pay in lakhs.,4,Rs 2.08 lakhs,Rs 2.50 lakhs,Rs 2.85 lakhs,Rs 3.00 lakhs,1,Aptitude,medium,5,"Aptitude,Numbers","Given: Principal (P) = Rs 12 lakhs Rate (r) = 6% per annum, compounded annually Payment: 30% of original loan after 2 years, remaining after 3 years Step 1: Calculate amount due after 2 years A₂ = P(1 + r)² A₂ = 12 × (1.06)² A₂ = 12 × 1.1236 A₂ = 13.4832 lakhs Step 2: Calculate payment after 2 years Payment = 30% of original loan = 0.30 × 12 = 3.6 lakhs Step 3: Calculate outstanding balance after 2 years Outstanding balance = 13.4832 - 3.6 = 9.8832 lakhs Step 4: Calculate amount due after 3rd year (1 more year) A₃ = 9.8832 × (1.06) A₃ = 10.476192 lakhs This entire amount is paid at the end of 3rd year. Step 5: Calculate total amount repaid Total repaid = Payment after 2 years + Payment after 3 years Total repaid = 3.6 + 10.476192 Total repaid = 14.076192 lakhs Step 6: Calculate total interest paid Total interest = Total amount repaid - Principal Total interest = 14.076192 - 12 Total interest = 2.076192 lakhs Total interest ≈ Rs 2.08 lakhs Therefore, the total interest paid is Rs 2.08 lakhs.",,,,,
